ElapsedTime,PacketLossRate
2.952,0.0867
2.964,0.0857
2.980,0.0847
2.993,0.0840
3.006,0.0836
3.021,0.0836
3.034,0.0836
3.048,0.0834
3.063,0.0820
3.077,0.0818
3.090,0.0809
3.104,0.0803
3.119,0.0803
3.143,0.0799
3.157,0.0793
3.170,0.0793
3.184,0.0772
3.200,0.0760
3.217,0.0751
3.230,0.0751
3.239,0.0749
3.254,0.0747
3.267,0.0733
3.281,0.0727
3.296,0.0702
3.311,0.0698
3.323,0.0698
3.337,0.0698
3.351,0.0696
3.364,0.0689
3.379,0.0673
3.394,0.0671
3.407,0.0669
3.420,0.0669
3.434,0.0669
3.448,0.0669
3.462,0.0662
3.477,0.0652
3.490,0.0650
3.505,0.0640
3.519,0.0640
3.531,0.0640
3.544,0.0640
3.559,0.0627
3.574,0.0619
3.587,0.0604
3.601,0.0602
3.615,0.0586
3.630,0.0586
3.643,0.0586
3.656,0.0586
3.671,0.0580
3.685,0.0563
3.700,0.0557
3.716,0.0540
3.727,0.0538
3.740,0.0538
3.754,0.0536
3.769,0.0536
3.782,0.0534
3.797,0.0532
3.810,0.0517
3.825,0.0515
3.838,0.0515
3.852,0.0515
3.865,0.0515
3.879,0.0513
3.894,0.0509
3.908,0.0507
3.921,0.0501
3.937,0.0501
3.949,0.0501
3.962,0.0499
3.977,0.0499
3.991,0.0499
4.009,0.0495
4.020,0.0493
4.033,0.0493
4.046,0.0493
4.060,0.0486
4.075,0.0472
4.089,0.0462
4.102,0.0443
4.117,0.0433
4.130,0.0433
4.143,0.0433
4.158,0.0433
4.171,0.0416
4.187,0.0400
4.200,0.0385
4.214,0.0373
4.228,0.0364
4.241,0.0364
4.255,0.0364
4.269,0.0356
4.283,0.0337
4.301,0.0327
4.311,0.0313
4.325,0.0302
4.339,0.0302
4.353,0.0302
4.366,0.0298
4.381,0.0284
4.395,0.0271
4.409,0.0261
4.423,0.0246
4.436,0.0217
4.451,0.0217
4.464,0.0217
4.478,0.0215
4.492,0.0211
4.505,0.0209
4.520,0.0207
4.534,0.0205
4.549,0.0205
4.560,0.0205
4.574,0.0205
4.589,0.0199
4.603,0.0180
4.618,0.0176
4.632,0.0176
4.644,0.0176
4.659,0.0176
4.674,0.0176
4.686,0.0170
4.700,0.0170
4.714,0.0166
4.730,0.0166
4.742,0.0161
4.757,0.0161
4.769,0.0161
4.783,0.0157
4.798,0.0153
4.811,0.0149
4.825,0.0143
4.839,0.0141
4.853,0.0141
4.867,0.0141
4.880,0.0141
4.895,0.0135
4.910,0.0128
4.923,0.0124
4.937,0.0120
4.950,0.0120
4.963,0.0120
4.978,0.0120
4.992,0.0116
5.005,0.0110
5.020,0.0103
5.034,0.0089
5.048,0.0083
5.061,0.0083
5.075,0.0083
5.089,0.0079
5.103,0.0079
5.121,0.0079
5.131,0.0079
5.144,0.0079
5.159,0.0079
5.173,0.0079
5.187,0.0079
5.200,0.0075
5.215,0.0075
5.229,0.0075
5.242,0.0075
5.257,0.0075
5.271,0.0075
5.284,0.0075
5.299,0.0072
5.313,0.0070
5.327,0.0070
5.340,0.0070
5.355,0.0070
5.368,0.0068
5.381,0.0068
5.396,0.0068
5.410,0.0066
5.423,0.0066
5.437,0.0066
5.451,0.0066
5.465,0.0062
5.479,0.0062
5.493,0.0062
5.507,0.0062
5.521,0.0060
5.535,0.0060
5.549,0.0060
5.562,0.0060
5.577,0.0060
5.591,0.0060
5.603,0.0060
5.618,0.0060
5.632,0.0060
5.645,0.0060
5.660,0.0060
5.674,0.0060
5.688,0.0060
5.701,0.0060
5.715,0.0060
5.730,0.0058
5.743,0.0056
5.757,0.0056
5.771,0.0056
5.785,0.0056
5.799,0.0056
5.813,0.0056
5.827,0.0056
5.840,0.0056
5.855,0.0056
5.869,0.0056
5.882,0.0054
5.896,0.0054
5.910,0.0054
5.924,0.0054
5.938,0.0054
5.952,0.0054
5.965,0.0054
5.980,0.0054
5.994,0.0054
6.007,0.0054
6.021,0.0054
6.035,0.0052
6.050,0.0052
6.063,0.0052
6.077,0.0052
6.091,0.0052
6.104,0.0052
6.119,0.0050
6.133,0.0048
6.146,0.0046
6.161,0.0043
6.175,0.0043
6.189,0.0043
6.202,0.0043
6.216,0.0043
6.230,0.0043
6.243,0.0041
6.258,0.0041
6.272,0.0041
6.285,0.0041
6.300,0.0041
6.313,0.0041
6.327,0.0041
6.341,0.0041
6.356,0.0041
6.369,0.0041
6.382,0.0041
6.397,0.0041
6.410,0.0041
6.424,0.0041
6.438,0.0041
6.453,0.0041
6.466,0.0041
6.480,0.0039
6.495,0.0039
6.508,0.0039
6.522,0.0039
6.536,0.0037
6.550,0.0037
6.563,0.0037
6.577,0.0037
6.591,0.0037
6.605,0.0037
6.619,0.0037
6.633,0.0037
6.646,0.0037
6.661,0.0037
6.674,0.0037
6.689,0.0037
6.702,0.0037
6.716,0.0037
6.730,0.0037
6.744,0.0037
6.758,0.0037
6.772,0.0037
6.785,0.0037
6.800,0.0037
6.813,0.0037
6.827,0.0037
6.841,0.0037
6.856,0.0037
6.869,0.0037
6.883,0.0037
6.897,0.0037
6.911,0.0037
6.924,0.0037
6.939,0.0037
6.953,0.0037
6.967,0.0037
6.980,0.0035
6.994,0.0035
7.008,0.0035
7.022,0.0035
7.036,0.0035
7.050,0.0035
7.064,0.0035
7.078,0.0035
7.092,0.0033
7.105,0.0033
7.120,0.0033
7.134,0.0033
7.148,0.0014
7.162,0.0014
7.190,0.0014
7.202,0.0014
7.217,0.0014
7.230,0.0014
7.244,0.0014
7.258,0.0012
7.272,0.0012
7.286,0.0012
7.300,0.0012
7.314,0.0012
7.328,0.0012
7.341,0.0012
7.356,0.0010
7.370,0.0010
7.383,0.0010
7.398,0.0010
7.411,0.0010
7.425,0.0010
7.439,0.0010
7.453,0.0010
7.467,0.0010
7.480,0.0010
7.495,0.0010
7.508,0.0010
7.522,0.0010
7.536,0.0010
7.550,0.0010
7.564,0.0006
7.578,0.0006
7.593,0.0006
7.605,0.0006
7.620,0.0006
7.634,0.0006
7.647,0.0006
7.661,0.0006
7.675,0.0006
7.689,0.0002
7.703,0.0002
7.719,0.0002
7.731,0.0002
7.744,0.0002
7.759,0.0002
7.773,0.0000
7.786,0.0000
7.800,0.0000
7.814,0.0000
7.828,0.0000
7.841,0.0000
7.856,0.0000
7.870,0.0000
7.883,0.0000
7.898,0.0000
7.912,0.0000
7.925,0.0000
7.939,0.0000
7.953,0.0000
7.968,0.0000
7.980,0.0000
7.995,0.0000
8.009,0.0000
8.023,0.0000
8.037,0.0000
8.050,0.0000
8.064,0.0000
8.078,0.0000
8.092,0.0000
8.105,0.0000
8.120,0.0000
8.134,0.0000
8.148,0.0000
8.161,0.0000
8.175,0.0000
8.190,0.0000
8.203,0.0000
8.217,0.0000
8.231,0.0000
8.244,0.0000
8.259,0.0000
8.273,0.0000
8.286,0.0000
8.302,0.0000
8.314,0.0000
8.328,0.0000
8.342,0.0000
8.356,0.0000
8.370,0.0000
8.384,0.0000
8.398,0.0000
8.412,0.0000
8.425,0.0000
8.440,0.0000
8.454,0.0000
8.468,0.0000
8.481,0.0000
8.495,0.0000
8.509,0.0000
8.523,0.0000
8.537,0.0000
8.551,0.0000
8.564,0.0000
8.579,0.0000
8.593,0.0000
8.606,0.0000
8.620,0.0000
8.634,0.0000
8.648,0.0000
8.661,0.0000
8.676,0.0000
8.694,0.0000
8.703,0.0000
8.717,0.0000
8.731,0.0000
8.745,0.0000
8.759,0.0000
8.773,0.0000
8.787,0.0000
8.801,0.0000
8.815,0.0000
8.829,0.0000
8.842,0.0000
8.856,0.0000
8.870,0.0000
8.884,0.0000
8.898,0.0000
8.912,0.0000
8.926,0.0000
8.940,0.0000
8.954,0.0000
8.968,0.0000
8.981,0.0000
8.996,0.0000
9.009,0.0000
9.023,0.0000
9.037,0.0000
9.051,0.0000
9.065,0.0000
9.079,0.0000
9.093,0.0000
9.106,0.0000
9.122,0.0000
9.135,0.0000
9.148,0.0000
9.162,0.0000
9.176,0.0000
9.191,0.0000
9.204,0.0000
9.218,0.0000
9.232,0.0000
9.245,0.0000
9.260,0.0000
9.273,0.0000
9.287,0.0000
9.301,0.0000
9.315,0.0000
9.329,0.0000
9.342,0.0000
9.357,0.0000
9.370,0.0000
9.384,0.0000
9.399,0.0000
9.413,0.0000
9.426,0.0000
9.440,0.0000
9.454,0.0000
9.468,0.0000
9.481,0.0000
9.496,0.0000
9.509,0.0000
9.523,0.0000
9.537,0.0000
9.551,0.0000
9.564,0.0000
9.579,0.0000
9.592,0.0000
9.605,0.0000
9.620,0.0000
9.634,0.0000
9.648,0.0000
9.661,0.0000
9.676,0.0000
9.690,0.0000
9.703,0.0000
9.717,0.0000
9.732,0.0000
9.745,0.0000
9.759,0.0000
9.773,0.0000
9.787,0.0000
9.801,0.0000
9.815,0.0000
9.829,0.0000
9.842,0.0000
9.857,0.0000
9.871,0.0000
9.884,0.0000
9.898,0.0000
9.912,0.0000
9.926,0.0000
9.940,0.0000
9.954,0.0000
9.968,0.0000
9.981,0.0000
9.996,0.0000
10.010,0.0000
10.023,0.0000
10.039,0.0000
10.052,0.0000
10.064,0.0000
10.080,0.0000
10.093,0.0000
10.106,0.0000
10.121,0.0000
10.135,0.0000
10.148,0.0000
10.162,0.0000
10.176,0.0000
10.191,0.0000
10.204,0.0000
10.218,0.0000
10.232,0.0000
10.246,0.0000
10.260,0.0000
10.274,0.0000
10.288,0.0000
10.301,0.0000
10.315,0.0000
10.329,0.0000
10.343,0.0000
10.357,0.0000
10.370,0.0000
10.384,0.0000
10.398,0.0000
10.412,0.0000
10.426,0.0000
10.440,0.0000
10.455,0.0000
10.468,0.0000
10.481,0.0000
10.496,0.0000
10.510,0.0000
10.523,0.0000
10.537,0.0000
10.551,0.0000
10.565,0.0000
10.579,0.0000
10.593,0.0000
10.607,0.0000
10.621,0.0000
10.635,0.0000
10.649,0.0000
10.662,0.0000
10.676,0.0000
10.691,0.0000
10.704,0.0000
10.718,0.0000
10.732,0.0000
10.745,0.0000
10.759,0.0000
10.773,0.0000
10.787,0.0000
10.801,0.0000
10.815,0.0000
10.829,0.0000
10.842,0.0000
10.857,0.0000
10.871,0.0000
10.884,0.0000
10.898,0.0000
10.912,0.0000
10.926,0.0000
10.940,0.0000
10.954,0.0000
10.968,0.0000
10.982,0.0000
10.996,0.0000
11.010,0.0000
11.023,0.0000
11.038,0.0000
11.051,0.0000
11.065,0.0000
11.080,0.0000
11.093,0.0000
11.106,0.0000
11.121,0.0000
11.135,0.0000
11.149,0.0000
11.162,0.0000
11.176,0.0000
11.191,0.0000
11.204,0.0000
11.218,0.0000
11.232,0.0000
11.246,0.0000
11.260,0.0000
11.274,0.0000
11.288,0.0000
11.301,0.0000
11.315,0.0000
11.329,0.0000
11.343,0.0000
11.357,0.0000
11.371,0.0000
11.384,0.0000
11.399,0.0000
11.413,0.0000
11.426,0.0000
11.440,0.0000
11.455,0.0000
11.468,0.0000
11.482,0.0000
11.496,0.0000
11.510,0.0000
11.523,0.0000
11.538,0.0000
11.551,0.0000
11.565,0.0000
11.579,0.0000
11.593,0.0000
11.607,0.0000
11.621,0.0000
11.635,0.0000
11.649,0.0000
11.662,0.0000
11.677,0.0000
11.690,0.0000
11.704,0.0000
11.719,0.0000
11.733,0.0000
11.746,0.0000
11.760,0.0000
11.774,0.0000
11.788,0.0000
11.801,0.0000
11.815,0.0000
11.829,0.0000
11.843,0.0000
11.857,0.0000
11.871,0.0000
11.885,0.0000
11.899,0.0000
11.913,0.0000
11.926,0.0000
11.941,0.0000
11.954,0.0000
11.968,0.0000
11.982,0.0000
11.996,0.0000
12.010,0.0000
12.024,0.0000
12.038,0.0000
12.052,0.0000
12.065,0.0000
12.079,0.0000
12.093,0.0000
12.107,0.0000
12.121,0.0000
12.135,0.0000
12.149,0.0000
12.162,0.0000
12.177,0.0000
12.191,0.0000
12.204,0.0000
12.218,0.0000
12.232,0.0000
12.246,0.0000
12.260,0.0000
12.274,0.0000
12.288,0.0000
12.301,0.0000
12.315,0.0000
12.330,0.0000
12.343,0.0000
12.357,0.0000
12.371,0.0000
12.384,0.0000
12.399,0.0000
12.413,0.0000
12.426,0.0000
12.441,0.0000
12.455,0.0000
12.468,0.0000
12.482,0.0000
12.496,0.0000
12.510,0.0000
12.524,0.0000
12.538,0.0000
12.552,0.0000
12.565,0.0000
12.580,0.0000
12.593,0.0000
12.607,0.0000
12.621,0.0000
12.635,0.0000
12.649,0.0000
12.663,0.0000
12.677,0.0000
12.691,0.0000
12.704,0.0000
12.718,0.0000
12.732,0.0000
12.746,0.0000
12.760,0.0000
12.774,0.0000
12.788,0.0000
12.801,0.0000
12.815,0.0000
12.830,0.0000
12.843,0.0000
12.857,0.0000
12.871,0.0000
12.885,0.0000
12.899,0.0000
12.913,0.0000
12.926,0.0000
12.941,0.0000
12.955,0.0000
12.968,0.0000
12.982,0.0000
12.997,0.0000
13.010,0.0000
13.024,0.0000
13.038,0.0000
13.052,0.0000
13.065,0.0000
13.079,0.0000
13.093,0.0000
13.108,0.0000
13.122,0.0000
13.135,0.0000
13.149,0.0000
13.163,0.0000
13.177,0.0000
13.191,0.0000
13.204,0.0000
13.219,0.0000
13.232,0.0000
13.246,0.0000
13.260,0.0000
13.274,0.0000
13.288,0.0000
13.302,0.0000
13.316,0.0000
13.330,0.0000
13.343,0.0000
13.358,0.0000
13.371,0.0000
13.385,0.0000
13.400,0.0000
13.414,0.0000
13.426,0.0000
13.440,0.0000
13.455,0.0000
13.468,0.0000
13.482,0.0000
13.496,0.0000
13.510,0.0000
13.524,0.0000
13.538,0.0000
13.552,0.0000
13.565,0.0000
13.580,0.0000
13.594,0.0000
13.608,0.0000
13.621,0.0000
13.635,0.0000
13.649,0.0000
13.662,0.0000
13.677,0.0000
13.691,0.0000
13.704,0.0000
13.719,0.0000
13.732,0.0000
13.750,0.0000
13.759,0.0000
13.773,0.0000
13.788,0.0000
13.801,0.0000
13.815,0.0000
13.829,0.0000
13.843,0.0000
13.857,0.0000
13.871,0.0000
13.884,0.0000
13.899,0.0000
13.913,0.0000
13.926,0.0000
13.941,0.0000
13.954,0.0000
13.969,0.0000
13.982,0.0000
13.996,0.0000
14.010,0.0000
14.024,0.0000
14.038,0.0000
14.052,0.0000
14.065,0.0000
14.080,0.0000
14.093,0.0000
14.107,0.0000
14.121,0.0000
14.135,0.0000
14.149,0.0000
14.162,0.0000
14.177,0.0000
14.191,0.0000
14.204,0.0000
14.219,0.0000
14.232,0.0000
14.246,0.0000
14.260,0.0000
14.274,0.0000
14.288,0.0000
14.301,0.0000
14.316,0.0000
14.330,0.0000
14.343,0.0000
14.357,0.0000
14.371,0.0000
14.385,0.0000
14.399,0.0000
14.413,0.0000
14.426,0.0000
14.441,0.0000
14.455,0.0000
14.469,0.0000
14.482,0.0000
14.496,0.0000
14.510,0.0000
14.524,0.0000
14.538,0.0000
14.552,0.0000
14.565,0.0000
14.579,0.0000
14.594,0.0000
14.608,0.0000
14.621,0.0000
14.635,0.0000
14.649,0.0000
14.663,0.0000
14.677,0.0000
14.691,0.0000
14.704,0.0000
14.719,0.0000
14.733,0.0000
14.746,0.0000
14.760,0.0000
14.774,0.0000
14.788,0.0000
14.802,0.0000
14.816,0.0000
14.830,0.0000
14.843,0.0000
14.858,0.0000
14.872,0.0000
14.885,0.0000
14.899,0.0000
14.913,0.0000
14.927,0.0000
14.940,0.0000
14.955,0.0000
14.969,0.0000
14.982,0.0000
14.997,0.0000
15.010,0.0000
15.024,0.0000
15.038,0.0000
15.052,0.0000
15.066,0.0000
15.080,0.0000
15.094,0.0000
15.107,0.0000
15.121,0.0000
15.135,0.0000
15.149,0.0000
15.163,0.0000
15.177,0.0000
15.191,0.0000
15.204,0.0000
15.219,0.0000
15.232,0.0000
15.246,0.0000
15.261,0.0000
15.274,0.0000
15.288,0.0000
15.301,0.0000
15.316,0.0000
15.330,0.0000
15.343,0.0000
15.357,0.0000
15.371,0.0000
15.385,0.0000
15.399,0.0000
15.413,0.0000
15.427,0.0000
15.440,0.0000
15.455,0.0000
15.469,0.0000
15.482,0.0000
15.496,0.0000
15.511,0.0000
15.524,0.0000
15.538,0.0000
15.553,0.0000
15.565,0.0000
15.580,0.0000
15.594,0.0000
15.608,0.0000
15.621,0.0000
15.635,0.0000
15.649,0.0000
15.663,0.0000
15.677,0.0000
15.691,0.0000
15.704,0.0000
15.719,0.0000
15.733,0.0000
15.746,0.0000
15.760,0.0000
15.774,0.0000
15.788,0.0000
15.802,0.0000
15.816,0.0000
15.830,0.0000
15.843,0.0000
15.858,0.0000
15.871,0.0000
15.885,0.0000
15.899,0.0000
15.913,0.0000
15.927,0.0000
15.940,0.0000
15.955,0.0000
15.969,0.0000
15.982,0.0000
15.997,0.0000
16.010,0.0000
16.024,0.0000
16.038,0.0000
16.052,0.0000
16.066,0.0000
16.080,0.0000
16.094,0.0000
16.108,0.0000
16.122,0.0000
16.135,0.0000
16.149,0.0000
16.162,0.0000
16.177,0.0000
16.191,0.0000
16.204,0.0000
16.219,0.0000
16.232,0.0000
16.246,0.0000
16.260,0.0000
16.274,0.0000
16.289,0.0000
16.302,0.0000
16.316,0.0000
16.331,0.0000
16.343,0.0000
16.357,0.0000
16.371,0.0000
16.385,0.0000
16.399,0.0000
16.413,0.0000
16.427,0.0000
16.440,0.0000
16.455,0.0000
16.469,0.0000
16.482,0.0000
16.497,0.0000
16.510,0.0000
16.524,0.0000
16.538,0.0000
16.552,0.0000
16.565,0.0000
16.580,0.0000
16.594,0.0000
16.607,0.0000
16.621,0.0000
16.635,0.0000
16.649,0.0000
16.663,0.0000
16.677,0.0000
16.691,0.0000
16.704,0.0000
16.719,0.0000
16.732,0.0000
16.746,0.0000
16.760,0.0000
16.774,0.0000
16.788,0.0000
16.802,0.0000
16.816,0.0000
16.830,0.0000
16.843,0.0000
16.858,0.0000
16.872,0.0000
16.885,0.0000
16.899,0.0000
16.913,0.0000
16.927,0.0000
16.941,0.0000
16.955,0.0000
16.969,0.0000
16.982,0.0000
16.997,0.0000
17.010,0.0000
17.024,0.0000
17.038,0.0000
17.052,0.0000
17.066,0.0000
17.080,0.0000
17.094,0.0000
17.108,0.0000
17.121,0.0000
17.136,0.0000
17.150,0.0000
17.163,0.0000
17.177,0.0000
17.191,0.0000
17.204,0.0000
17.219,0.0000
17.233,0.0000
17.246,0.0000
17.261,0.0000
17.274,0.0000
17.288,0.0000
17.301,0.0000
17.316,0.0000
17.330,0.0000
17.343,0.0000
17.358,0.0000
17.372,0.0000
17.385,0.0000
17.399,0.0000
17.413,0.0000
17.427,0.0000
17.440,0.0000
17.455,0.0000
17.469,0.0000
17.482,0.0000
17.496,0.0000
17.510,0.0000
17.524,0.0000
17.538,0.0000
17.552,0.0000
17.566,0.0000
17.580,0.0000
17.594,0.0000
17.608,0.0000
17.621,0.0000
17.635,0.0000
17.649,0.0000
17.663,0.0000
17.677,0.0000
17.691,0.0000
17.704,0.0000
17.719,0.0000
17.733,0.0000
17.746,0.0000
17.760,0.0000
17.774,0.0000
17.788,0.0000
17.801,0.0000
17.816,0.0000
17.830,0.0000
17.843,0.0000
17.858,0.0000
17.871,0.0000
17.885,0.0000
17.899,0.0000
17.913,0.0000
17.927,0.0000
17.941,0.0000
17.955,0.0000
17.969,0.0000
17.982,0.0000
17.996,0.0000
18.010,0.0000
18.024,0.0000
18.038,0.0000
18.052,0.0000
18.065,0.0000
18.080,0.0000
18.093,0.0000
18.108,0.0000
18.121,0.0000
18.135,0.0000
18.149,0.0000
18.162,0.0000
18.176,0.0000
18.190,0.0000
18.204,0.0000
18.218,0.0000
18.232,0.0000
18.245,0.0000
18.260,0.0000
18.274,0.0000
18.288,0.0000
18.301,0.0000
18.315,0.0000
18.329,0.0000
18.343,0.0000
18.357,0.0000
18.371,0.0000
18.385,0.0000
18.399,0.0000
18.413,0.0000
18.426,0.0000
18.441,0.0000
18.455,0.0000
18.469,0.0000
18.482,0.0000
18.496,0.0000
18.510,0.0000
18.524,0.0000
18.538,0.0000
18.552,0.0000
18.565,0.0000
18.580,0.0000
18.594,0.0000
18.607,0.0000
18.621,0.0000
18.636,0.0000
18.649,0.0000
18.663,0.0000
18.677,0.0000
18.691,0.0000
18.704,0.0000
18.719,0.0000
18.732,0.0000
18.746,0.0000
18.760,0.0000
18.774,0.0000
18.788,0.0000
18.801,0.0000
18.816,0.0000
18.830,0.0000
18.843,0.0000
18.858,0.0000
18.871,0.0000
18.885,0.0000
18.899,0.0000
18.913,0.0000
18.927,0.0000
18.940,0.0000
18.955,0.0000
18.968,0.0000
18.982,0.0000
18.996,0.0000
19.010,0.0000
19.024,0.0000
19.038,0.0000
19.052,0.0000
19.065,0.0000
19.080,0.0000
19.093,0.0000
19.107,0.0000
19.121,0.0000
19.135,0.0000
19.149,0.0000
19.163,0.0000
19.177,0.0000
19.192,0.0000
19.204,0.0000
19.219,0.0000
19.232,0.0000
19.246,0.0000
19.260,0.0000
19.274,0.0000
19.288,0.0000
19.302,0.0000
19.316,0.0000
19.330,0.0000
19.343,0.0000
19.358,0.0000
19.371,0.0000
19.385,0.0000
19.399,0.0000
19.413,0.0000
19.427,0.0000
19.441,0.0000
19.455,0.0000
19.469,0.0000
19.482,0.0000
19.497,0.0000
19.511,0.0000
19.525,0.0000
19.539,0.0000
19.552,0.0000
19.566,0.0000
19.580,0.0000
19.594,0.0000
19.608,0.0000
19.621,0.0000
19.635,0.0000
19.649,0.0000
19.663,0.0000
19.677,0.0000
19.691,0.0000
19.704,0.0000
19.719,0.0000
19.732,0.0000
19.746,0.0000
19.760,0.0000
19.774,0.0000
19.788,0.0000
19.802,0.0000
19.816,0.0000
19.830,0.0000
19.843,0.0000
19.858,0.0000
19.872,0.0000
19.885,0.0000
19.899,0.0000
19.913,0.0000
19.927,0.0000
19.940,0.0000
19.954,0.0000
19.968,0.0000
19.982,0.0000
19.997,0.0000
20.010,0.0000
20.024,0.0000
20.038,0.0000
20.052,0.0000
20.065,0.0000
20.080,0.0000
20.093,0.0000
20.107,0.0000
20.122,0.0000
20.135,0.0000
20.149,0.0000
20.163,0.0000
20.177,0.0000
20.191,0.0000
20.204,0.0000
20.219,0.0000
20.232,0.0000
20.246,0.0000
20.261,0.0000
20.274,0.0000
20.288,0.0000
20.302,0.0000
20.316,0.0000
20.330,0.0000
20.343,0.0000
20.357,0.0000
20.371,0.0000
20.385,0.0000
20.399,0.0000
20.413,0.0000
20.426,0.0000
20.441,0.0000
20.455,0.0000
20.469,0.0000
20.482,0.0000
20.496,0.0000
20.510,0.0000
20.524,0.0000
20.538,0.0000
20.552,0.0000
20.565,0.0000
20.579,0.0000
20.593,0.0000
20.607,0.0000
20.620,0.0000
20.635,0.0000
20.649,0.0000
20.662,0.0000
20.677,0.0000
20.691,0.0000
20.704,0.0000
20.719,0.0000
20.732,0.0000
20.746,0.0000
20.760,0.0000
20.774,0.0000
20.788,0.0000
20.801,0.0000
20.816,0.0000
20.830,0.0000
20.843,0.0000
20.858,0.0000
20.871,0.0000
20.885,0.0000
20.899,0.0000
20.913,0.0000
20.926,0.0000
20.941,0.0000
20.955,0.0000
20.969,0.0000
20.982,0.0000
20.997,0.0000
21.011,0.0000
21.024,0.0000
21.038,0.0000
21.052,0.0000
21.065,0.0000
21.080,0.0000
21.094,0.0000
21.108,0.0000
21.121,0.0000
21.136,0.0000
21.150,0.0000
21.163,0.0000
21.177,0.0000
21.191,0.0000
21.204,0.0000
21.219,0.0000
21.233,0.0000
21.246,0.0000
21.260,0.0000
21.274,0.0000
21.288,0.0000
21.302,0.0000
21.316,0.0000
21.330,0.0000
21.343,0.0000
21.358,0.0000
21.371,0.0000
21.385,0.0000
21.399,0.0000
21.413,0.0000
21.427,0.0000
21.440,0.0000
21.455,0.0000
21.469,0.0000
21.482,0.0000
21.497,0.0000
21.510,0.0000
21.524,0.0000
21.539,0.0000
21.552,0.0000
21.566,0.0000
21.580,0.0000
21.594,0.0000
21.608,0.0000
21.621,0.0000
21.635,0.0000
