ElapsedTime,PacketLossRate
2.567,0.2819
2.581,0.2778
2.598,0.2753
2.614,0.2753
2.623,0.2753
2.636,0.2727
2.652,0.2727
2.665,0.2727
2.678,0.2727
2.692,0.2727
2.706,0.2727
2.731,0.2710
2.747,0.2694
2.760,0.2694
2.772,0.2694
2.786,0.2680
2.801,0.2680
2.814,0.2680
2.828,0.2680
2.842,0.2626
2.861,0.2565
2.878,0.2503
2.907,0.2450
2.920,0.2418
2.931,0.2418
2.939,0.2401
2.953,0.2345
2.972,0.2281
2.986,0.2241
2.998,0.2217
3.011,0.2197
3.023,0.2197
3.035,0.2194
3.049,0.2130
3.067,0.2088
3.084,0.2077
3.092,0.2029
3.108,0.1986
3.121,0.1986
3.132,0.1986
3.147,0.1938
3.164,0.1885
3.177,0.1833
3.194,0.1809
3.206,0.1799
3.217,0.1799
3.230,0.1799
3.244,0.1798
3.260,0.1782
3.276,0.1765
3.288,0.1754
3.302,0.1739
3.315,0.1737
3.328,0.1737
3.342,0.1737
3.355,0.1728
3.371,0.1718
3.385,0.1700
3.400,0.1681
3.413,0.1669
3.429,0.1669
3.439,0.1669
3.452,0.1659
3.468,0.1644
3.483,0.1635
3.496,0.1622
3.510,0.1617
3.527,0.1617
3.536,0.1617
3.550,0.1617
3.564,0.1603
3.580,0.1596
3.593,0.1594
3.606,0.1589
3.621,0.1589
3.633,0.1589
3.647,0.1589
3.661,0.1582
3.676,0.1579
3.690,0.1574
3.704,0.1574
3.717,0.1571
3.732,0.1571
3.745,0.1571
3.759,0.1571
3.773,0.1557
3.788,0.1555
3.803,0.1548
3.815,0.1544
3.834,0.1544
3.845,0.1544
3.856,0.1544
3.871,0.1541
3.885,0.1537
3.899,0.1530
3.913,0.1527
3.927,0.1526
3.940,0.1526
3.953,0.1526
3.968,0.1524
3.982,0.1524
3.995,0.1524
4.010,0.1515
4.024,0.1512
4.038,0.1509
4.051,0.1509
4.065,0.1509
4.079,0.1498
4.093,0.1495
4.107,0.1492
4.121,0.1489
4.138,0.1482
4.149,0.1482
4.162,0.1482
4.176,0.1475
4.191,0.1473
4.204,0.1471
4.218,0.1471
4.233,0.1467
4.247,0.1467
4.259,0.1467
4.273,0.1464
4.288,0.1462
4.302,0.1461
4.315,0.1461
4.330,0.1454
4.344,0.1454
4.356,0.1454
4.370,0.1450
4.385,0.1447
4.399,0.1434
4.414,0.1433
4.429,0.1431
4.442,0.1429
4.454,0.1429
4.468,0.1429
4.482,0.1426
4.496,0.1415
4.512,0.1415
4.526,0.1411
4.538,0.1408
4.552,0.1405
4.566,0.1405
4.579,0.1405
4.593,0.1398
4.608,0.1394
4.622,0.1388
4.636,0.1388
4.650,0.1386
4.663,0.1386
4.676,0.1384
4.691,0.1380
4.706,0.1372
4.723,0.1363
4.734,0.1363
4.747,0.1363
4.761,0.1361
4.774,0.1361
4.788,0.1358
4.803,0.1352
4.817,0.1344
4.832,0.1339
4.845,0.1338
4.857,0.1338
4.872,0.1338
4.885,0.1338
4.899,0.1338
4.913,0.1338
4.927,0.1335
4.942,0.1327
4.955,0.1322
4.970,0.1322
4.983,0.1321
4.996,0.1316
5.012,0.1313
5.025,0.1313
5.038,0.1313
5.052,0.1308
5.067,0.1308
5.080,0.1308
5.093,0.1308
5.108,0.1305
5.123,0.1305
5.135,0.1305
5.150,0.1305
5.164,0.1305
5.177,0.1305
5.191,0.1302
5.207,0.1300
5.223,0.1300
5.232,0.1300
5.247,0.1300
5.260,0.1300
5.274,0.1300
5.288,0.1300
5.302,0.1300
5.315,0.1297
5.331,0.1285
5.346,0.1282
5.359,0.1279
5.373,0.1279
5.386,0.1279
5.400,0.1274
5.414,0.1273
5.428,0.1273
5.441,0.1273
5.454,0.1273
5.470,0.1271
5.484,0.1271
5.496,0.1271
5.511,0.1262
5.526,0.1259
5.539,0.1259
5.552,0.1259
5.566,0.1249
5.581,0.1249
5.594,0.1249
5.608,0.1207
5.625,0.1158
5.639,0.1150
5.650,0.1139
5.666,0.1136
5.678,0.1136
5.691,0.1136
5.706,0.1128
5.724,0.1126
5.733,0.1105
5.749,0.1049
5.767,0.0979
5.794,0.0977
5.816,0.0952
5.831,0.0895
5.849,0.0853
5.860,0.0808
5.877,0.0797
5.901,0.0797
5.914,0.0775
5.929,0.0730
5.945,0.0657
5.964,0.0611
5.987,0.0601
6.012,0.0594
6.025,0.0555
6.041,0.0494
6.058,0.0426
6.086,0.0387
6.112,0.0354
6.138,0.0353
6.149,0.0351
6.163,0.0343
6.177,0.0336
6.194,0.0334
6.208,0.0334
6.223,0.0331
6.233,0.0326
6.248,0.0322
6.262,0.0317
6.275,0.0315
6.289,0.0315
6.303,0.0315
6.316,0.0314
6.331,0.0314
6.345,0.0312
6.358,0.0308
6.373,0.0305
6.386,0.0297
6.401,0.0297
6.413,0.0297
6.428,0.0297
6.442,0.0294
6.456,0.0294
6.470,0.0292
6.484,0.0278
6.499,0.0278
6.513,0.0278
6.526,0.0278
6.539,0.0278
6.554,0.0278
6.568,0.0278
6.582,0.0278
6.594,0.0276
6.609,0.0276
6.622,0.0276
6.636,0.0271
6.651,0.0271
6.665,0.0271
6.678,0.0270
6.692,0.0268
6.707,0.0268
6.719,0.0268
6.733,0.0268
6.748,0.0268
6.762,0.0268
6.776,0.0268
6.790,0.0268
6.803,0.0268
6.817,0.0268
6.831,0.0268
6.845,0.0268
6.859,0.0268
6.873,0.0268
6.887,0.0268
6.901,0.0268
6.907,0.0268
6.914,0.0268
6.928,0.0268
6.942,0.0268
6.956,0.0268
6.971,0.0268
6.984,0.0265
6.997,0.0265
7.012,0.0265
7.025,0.0265
7.039,0.0265
7.053,0.0265
7.067,0.0263
7.081,0.0263
7.095,0.0262
7.109,0.0262
7.123,0.0262
7.136,0.0262
7.151,0.0262
7.165,0.0262
7.178,0.0262
7.192,0.0262
7.206,0.0262
7.220,0.0262
7.233,0.0262
7.248,0.0262
7.261,0.0262
7.275,0.0262
7.290,0.0262
7.304,0.0262
7.317,0.0262
7.331,0.0262
7.345,0.0262
7.359,0.0262
7.373,0.0262
7.387,0.0257
7.401,0.0257
7.414,0.0257
7.428,0.0257
7.442,0.0257
7.455,0.0257
7.470,0.0257
7.484,0.0257
7.497,0.0257
7.512,0.0257
7.526,0.0257
7.539,0.0257
7.553,0.0255
7.568,0.0255
7.581,0.0255
7.595,0.0255
7.609,0.0255
7.623,0.0255
7.636,0.0255
7.650,0.0255
7.664,0.0255
7.678,0.0255
7.692,0.0255
7.706,0.0255
7.719,0.0255
7.733,0.0255
7.748,0.0255
7.761,0.0255
7.775,0.0255
7.789,0.0255
7.803,0.0255
7.816,0.0255
7.831,0.0255
7.845,0.0255
7.858,0.0255
7.872,0.0255
7.886,0.0255
7.900,0.0255
7.925,0.0255
7.939,0.0255
7.952,0.0255
7.967,0.0255
7.980,0.0255
7.994,0.0255
8.008,0.0255
8.022,0.0252
8.036,0.0252
8.050,0.0252
8.064,0.0246
8.078,0.0231
8.093,0.0230
8.105,0.0230
8.119,0.0230
8.133,0.0230
8.148,0.0230
8.161,0.0230
8.175,0.0219
8.190,0.0214
8.203,0.0214
8.216,0.0214
8.231,0.0214
8.244,0.0214
8.258,0.0214
8.272,0.0207
8.287,0.0204
8.301,0.0193
8.314,0.0191
8.328,0.0185
8.343,0.0185
8.355,0.0185
8.370,0.0180
8.384,0.0180
8.397,0.0174
8.412,0.0169
8.426,0.0168
8.440,0.0168
8.453,0.0168
8.467,0.0168
8.483,0.0166
8.498,0.0166
8.509,0.0166
8.523,0.0164
8.536,0.0156
8.551,0.0156
8.564,0.0156
8.578,0.0153
8.593,0.0153
8.606,0.0153
8.620,0.0147
8.634,0.0139
8.648,0.0137
8.661,0.0137
8.675,0.0131
8.690,0.0113
8.705,0.0113
8.722,0.0113
8.730,0.0113
8.745,0.0113
8.759,0.0113
8.773,0.0113
8.787,0.0108
8.802,0.0107
8.815,0.0107
8.830,0.0107
8.846,0.0107
8.856,0.0107
8.871,0.0107
8.884,0.0107
8.898,0.0105
8.912,0.0096
8.927,0.0089
8.941,0.0089
8.954,0.0088
8.968,0.0088
8.981,0.0085
8.996,0.0077
9.011,0.0072
9.024,0.0072
9.037,0.0072
9.051,0.0072
9.065,0.0072
9.079,0.0072
9.093,0.0072
9.108,0.0069
9.122,0.0069
9.136,0.0069
9.151,0.0067
9.163,0.0065
9.176,0.0065
9.190,0.0057
9.205,0.0048
9.218,0.0043
9.232,0.0043
9.246,0.0043
9.260,0.0043
9.273,0.0043
9.287,0.0041
9.302,0.0038
9.316,0.0038
9.330,0.0038
9.343,0.0038
9.357,0.0038
9.371,0.0038
9.385,0.0038
9.398,0.0038
9.414,0.0038
9.427,0.0038
9.440,0.0038
9.454,0.0038
9.468,0.0038
9.482,0.0038
9.495,0.0038
9.510,0.0038
9.524,0.0038
9.537,0.0038
9.552,0.0038
9.566,0.0038
9.579,0.0038
9.593,0.0038
9.607,0.0038
9.621,0.0038
9.635,0.0038
9.649,0.0038
9.663,0.0038
9.676,0.0038
9.690,0.0038
9.704,0.0038
9.718,0.0038
9.733,0.0038
9.746,0.0038
9.760,0.0038
9.774,0.0038
9.788,0.0038
9.802,0.0038
9.815,0.0038
9.830,0.0038
9.843,0.0038
9.857,0.0038
9.872,0.0038
9.885,0.0038
9.899,0.0038
9.912,0.0038
9.927,0.0038
9.941,0.0038
9.954,0.0038
9.969,0.0038
9.982,0.0038
9.996,0.0038
10.010,0.0038
10.024,0.0038
10.038,0.0038
10.052,0.0038
10.066,0.0038
10.080,0.0038
10.093,0.0038
10.107,0.0038
10.121,0.0038
10.136,0.0038
10.149,0.0038
10.164,0.0037
10.177,0.0037
10.191,0.0037
10.205,0.0037
10.218,0.0037
10.233,0.0037
10.247,0.0037
10.260,0.0037
10.274,0.0037
10.288,0.0037
10.302,0.0037
10.315,0.0037
10.330,0.0037
10.344,0.0037
10.358,0.0037
10.372,0.0037
10.386,0.0037
10.400,0.0037
10.413,0.0037
10.428,0.0037
10.441,0.0037
10.455,0.0037
10.470,0.0037
10.483,0.0037
10.496,0.0037
10.511,0.0037
10.525,0.0037
10.538,0.0037
10.553,0.0037
10.567,0.0037
10.581,0.0037
10.594,0.0037
10.608,0.0037
10.622,0.0037
10.636,0.0037
10.650,0.0037
10.664,0.0037
10.678,0.0037
10.692,0.0037
10.706,0.0037
10.719,0.0037
10.733,0.0037
10.747,0.0037
10.761,0.0037
10.775,0.0037
10.789,0.0037
10.803,0.0037
10.816,0.0037
10.830,0.0037
10.844,0.0037
10.858,0.0037
10.873,0.0037
10.886,0.0037
10.904,0.0039
10.913,0.0039
10.927,0.0039
10.941,0.0039
10.955,0.0039
10.969,0.0039
10.983,0.0039
10.996,0.0039
11.011,0.0039
11.024,0.0039
11.038,0.0039
11.052,0.0039
11.066,0.0039
11.080,0.0039
11.093,0.0039
11.108,0.0039
11.122,0.0039
11.135,0.0039
11.149,0.0039
11.163,0.0039
11.177,0.0039
11.191,0.0039
11.205,0.0039
11.219,0.0039
11.233,0.0037
11.247,0.0037
11.261,0.0037
11.275,0.0037
11.289,0.0037
11.303,0.0037
11.316,0.0037
11.331,0.0037
11.345,0.0037
11.358,0.0031
11.373,0.0028
11.391,0.0028
11.400,0.0028
11.413,0.0028
11.428,0.0028
11.442,0.0028
11.455,0.0026
11.471,0.0026
11.483,0.0025
11.497,0.0025
11.511,0.0025
11.525,0.0025
11.539,0.0025
11.553,0.0025
11.567,0.0023
11.581,0.0023
11.594,0.0023
11.609,0.0023
11.623,0.0023
11.636,0.0023
11.650,0.0023
11.664,0.0023
11.678,0.0022
11.692,0.0022
11.706,0.0022
11.720,0.0022
11.733,0.0022
11.748,0.0022
11.762,0.0020
11.775,0.0020
11.790,0.0019
11.806,0.0019
11.817,0.0019
11.832,0.0019
11.845,0.0019
11.858,0.0019
11.873,0.0019
11.887,0.0019
11.901,0.0019
11.914,0.0019
11.928,0.0019
11.942,0.0019
11.955,0.0019
11.971,0.0019
11.984,0.0017
11.997,0.0016
12.012,0.0016
12.026,0.0016
12.039,0.0016
12.052,0.0016
12.067,0.0016
12.081,0.0016
12.094,0.0014
12.110,0.0014
12.125,0.0014
12.136,0.0014
12.150,0.0014
12.164,0.0014
12.178,0.0014
12.192,0.0014
12.206,0.0014
12.220,0.0014
12.233,0.0014
12.247,0.0014
12.261,0.0014
12.275,0.0014
12.289,0.0014
12.304,0.0014
12.317,0.0014
12.331,0.0014
12.345,0.0014
12.358,0.0014
12.373,0.0014
12.387,0.0014
12.400,0.0014
12.414,0.0012
12.428,0.0012
12.442,0.0012
12.455,0.0012
12.471,0.0012
12.484,0.0012
12.498,0.0012
12.512,0.0012
12.526,0.0012
12.539,0.0012
12.553,0.0012
12.567,0.0012
12.581,0.0012
12.595,0.0012
12.609,0.0011
12.623,0.0011
12.636,0.0011
12.651,0.0011
12.665,0.0011
12.679,0.0011
12.692,0.0011
12.707,0.0011
12.720,0.0011
12.734,0.0011
12.748,0.0011
12.762,0.0011
12.775,0.0011
12.790,0.0011
12.804,0.0011
12.818,0.0011
12.832,0.0011
12.846,0.0011
12.859,0.0011
12.873,0.0011
12.887,0.0009
12.901,0.0009
12.914,0.0009
12.929,0.0009
12.943,0.0009
12.956,0.0009
12.971,0.0009
12.985,0.0009
12.998,0.0009
13.013,0.0009
13.027,0.0009
13.040,0.0009
13.054,0.0009
13.068,0.0009
13.082,0.0009
13.095,0.0009
13.110,0.0009
13.124,0.0009
13.137,0.0009
13.152,0.0009
13.165,0.0009
13.179,0.0009
13.192,0.0009
13.207,0.0009
13.221,0.0009
13.234,0.0009
13.248,0.0009
13.262,0.0009
13.276,0.0009
13.290,0.0009
13.304,0.0009
13.318,0.0009
13.332,0.0009
13.346,0.0009
13.360,0.0009
13.373,0.0009
13.387,0.0009
13.402,0.0009
13.415,0.0009
13.429,0.0009
13.443,0.0009
13.456,0.0009
13.471,0.0009
13.485,0.0009
13.498,0.0009
13.518,0.0009
13.526,0.0009
13.540,0.0010
13.553,0.0010
13.568,0.0010
13.581,0.0010
13.595,0.0010
13.609,0.0010
13.623,0.0010
13.637,0.0010
13.651,0.0010
13.665,0.0010
13.679,0.0010
13.692,0.0010
13.707,0.0010
13.721,0.0010
13.734,0.0010
13.748,0.0010
13.762,0.0010
13.776,0.0010
13.790,0.0010
13.804,0.0010
13.817,0.0010
13.832,0.0010
13.846,0.0010
13.859,0.0010
13.873,0.0010
13.887,0.0010
13.902,0.0010
13.914,0.0010
13.929,0.0010
13.943,0.0010
13.956,0.0010
13.971,0.0010
13.985,0.0010
13.998,0.0010
14.013,0.0010
14.026,0.0010
14.040,0.0010
14.053,0.0010
14.068,0.0010
14.082,0.0010
14.095,0.0010
14.109,0.0010
14.123,0.0010
14.137,0.0010
14.151,0.0010
14.165,0.0010
14.179,0.0010
14.192,0.0010
14.207,0.0010
14.221,0.0010
14.234,0.0010
14.248,0.0010
14.262,0.0010
14.276,0.0010
14.290,0.0010
14.304,0.0010
14.317,0.0010
14.332,0.0010
14.346,0.0010
14.360,0.0008
14.373,0.0008
14.388,0.0008
14.402,0.0008
14.415,0.0006
14.430,0.0006
14.443,0.0003
14.457,0.0003
14.472,0.0003
14.485,0.0003
14.498,0.0003
14.513,0.0003
14.527,0.0003
14.541,0.0002
14.554,0.0002
14.569,0.0002
14.582,0.0002
14.596,0.0002
14.610,0.0002
14.624,0.0002
14.637,0.0002
14.652,0.0002
14.666,0.0002
14.680,0.0002
14.693,0.0002
14.707,0.0002
14.721,0.0002
14.735,0.0002
14.749,0.0002
14.763,0.0002
14.776,0.0002
14.790,0.0002
14.804,0.0002
14.818,0.0002
14.832,0.0002
14.846,0.0002
14.860,0.0002
14.874,0.0002
14.888,0.0002
14.902,0.0002
14.915,0.0002
14.929,0.0002
14.943,0.0002
14.957,0.0002
14.972,0.0002
14.985,0.0002
14.998,0.0002
15.013,0.0002
15.027,0.0002
15.040,0.0002
15.054,0.0002
15.069,0.0002
15.082,0.0002
15.096,0.0002
15.110,0.0002
15.124,0.0002
15.137,0.0002
15.152,0.0002
15.166,0.0002
15.179,0.0002
15.193,0.0002
15.207,0.0002
15.221,0.0002
15.235,0.0002
15.249,0.0002
15.263,0.0002
15.276,0.0002
15.291,0.0002
15.305,0.0002
15.318,0.0002
15.333,0.0002
15.346,0.0002
15.361,0.0002
15.374,0.0002
15.390,0.0002
15.402,0.0002
15.415,0.0002
15.429,0.0002
15.443,0.0002
15.456,0.0002
15.472,0.0002
15.485,0.0002
15.499,0.0002
15.513,0.0002
15.526,0.0002
15.540,0.0002
15.554,0.0002
15.569,0.0002
15.582,0.0002
15.596,0.0002
15.610,0.0002
15.624,0.0002
15.637,0.0002
15.651,0.0002
15.666,0.0002
15.680,0.0002
15.693,0.0002
15.708,0.0002
15.721,0.0002
15.734,0.0002
15.750,0.0002
15.763,0.0002
15.776,0.0002
15.791,0.0002
15.805,0.0002
15.818,0.0002
15.832,0.0002
15.846,0.0002
15.860,0.0002
15.874,0.0002
15.888,0.0002
15.902,0.0002
15.915,0.0002
15.930,0.0002
15.944,0.0002
15.957,0.0002
15.972,0.0002
15.986,0.0002
15.999,0.0002
16.017,0.0002
16.027,0.0002
16.040,0.0002
16.053,0.0002
16.068,0.0002
16.082,0.0002
16.096,0.0002
16.110,0.0002
16.124,0.0002
16.137,0.0002
16.152,0.0002
16.166,0.0002
16.180,0.0002
16.193,0.0002
16.208,0.0002
16.221,0.0002
16.235,0.0002
16.249,0.0002
16.263,0.0002
16.277,0.0002
16.291,0.0002
16.305,0.0002
16.318,0.0002
16.333,0.0002
16.346,0.0002
16.360,0.0002
16.374,0.0002
16.388,0.0002
16.402,0.0002
16.415,0.0002
16.430,0.0002
16.443,0.0002
16.457,0.0002
16.471,0.0002
16.485,0.0002
16.499,0.0002
16.513,0.0002
16.527,0.0002
16.541,0.0002
16.554,0.0002
16.569,0.0002
16.583,0.0002
16.596,0.0002
16.610,0.0002
16.624,0.0002
16.638,0.0002
16.652,0.0002
16.666,0.0002
16.680,0.0002
16.693,0.0002
16.708,0.0002
16.721,0.0002
16.735,0.0002
16.750,0.0002
16.763,0.0002
16.777,0.0002
16.791,0.0002
16.805,0.0002
16.818,0.0002
16.833,0.0002
16.846,0.0002
16.860,0.0002
16.874,0.0002
16.888,0.0002
16.902,0.0002
16.916,0.0002
16.930,0.0002
16.944,0.0002
16.957,0.0002
16.971,0.0002
16.985,0.0002
16.999,0.0002
17.013,0.0002
17.027,0.0002
17.041,0.0002
17.054,0.0002
17.069,0.0002
17.083,0.0002
17.096,0.0002
17.110,0.0002
17.124,0.0002
17.138,0.0002
17.152,0.0002
17.166,0.0002
17.180,0.0002
17.193,0.0002
17.208,0.0002
17.222,0.0002
17.235,0.0002
17.249,0.0002
17.263,0.0002
17.277,0.0002
17.291,0.0002
17.305,0.0002
17.318,0.0002
17.333,0.0002
17.347,0.0002
17.360,0.0002
17.374,0.0002
17.388,0.0002
17.402,0.0002
17.416,0.0002
17.430,0.0002
17.444,0.0002
17.457,0.0002
17.472,0.0002
17.485,0.0002
17.499,0.0002
17.513,0.0002
17.527,0.0002
17.541,0.0002
17.554,0.0002
17.569,0.0002
17.583,0.0002
17.596,0.0002
17.611,0.0002
17.624,0.0002
17.638,0.0002
17.652,0.0002
17.666,0.0002
17.680,0.0002
17.693,0.0002
17.708,0.0002
17.722,0.0002
17.735,0.0002
17.749,0.0002
17.763,0.0002
17.776,0.0002
17.791,0.0002
17.805,0.0002
17.818,0.0002
17.833,0.0002
17.846,0.0002
17.860,0.0002
17.874,0.0002
17.889,0.0002
17.902,0.0002
17.915,0.0002
17.930,0.0002
17.943,0.0002
17.957,0.0002
17.972,0.0002
17.985,0.0002
18.000,0.0002
18.013,0.0002
18.027,0.0002
18.041,0.0002
18.054,0.0002
18.069,0.0002
18.083,0.0002
18.096,0.0002
18.111,0.0002
18.124,0.0002
18.138,0.0002
18.152,0.0002
18.166,0.0002
18.180,0.0002
18.193,0.0002
18.208,0.0002
18.222,0.0002
18.235,0.0002
18.249,0.0002
18.263,0.0002
18.277,0.0002
18.291,0.0002
18.305,0.0002
18.319,0.0002
18.333,0.0002
18.347,0.0002
18.360,0.0002
18.374,0.0002
18.388,0.0002
18.402,0.0002
18.416,0.0002
18.430,0.0002
18.444,0.0002
18.457,0.0002
18.472,0.0002
18.486,0.0002
18.499,0.0002
18.513,0.0002
18.527,0.0002
18.541,0.0002
18.554,0.0002
18.569,0.0002
18.583,0.0002
18.596,0.0002
18.610,0.0002
18.624,0.0002
18.638,0.0002
18.652,0.0002
18.666,0.0002
18.680,0.0002
18.693,0.0002
18.708,0.0002
18.722,0.0002
18.735,0.0002
18.749,0.0002
18.763,0.0002
18.777,0.0002
18.791,0.0002
18.805,0.0002
18.818,0.0002
18.833,0.0002
18.847,0.0002
18.860,0.0002
18.874,0.0002
18.888,0.0002
18.902,0.0002
18.916,0.0002
18.931,0.0002
18.944,0.0002
18.957,0.0002
18.972,0.0002
18.985,0.0002
18.999,0.0002
19.013,0.0002
19.027,0.0002
19.041,0.0002
19.055,0.0002
19.069,0.0002
19.083,0.0002
19.096,0.0002
19.110,0.0002
19.124,0.0002
19.138,0.0002
19.152,0.0002
19.166,0.0002
19.180,0.0002
19.193,0.0002
19.208,0.0002
19.221,0.0002
19.235,0.0002
19.250,0.0002
19.263,0.0002
19.277,0.0002
19.291,0.0002
19.305,0.0002
19.318,0.0002
19.333,0.0002
19.347,0.0002
19.360,0.0002
19.374,0.0002
19.389,0.0002
19.402,0.0002
19.416,0.0002
19.430,0.0002
19.444,0.0002
19.457,0.0002
19.472,0.0002
19.485,0.0002
19.499,0.0002
19.512,0.0002
19.527,0.0002
19.541,0.0002
19.555,0.0002
19.569,0.0002
19.583,0.0002
19.596,0.0002
19.610,0.0002
19.624,0.0002
19.638,0.0002
19.652,0.0002
19.666,0.0002
19.680,0.0002
19.693,0.0002
19.708,0.0002
19.721,0.0002
19.735,0.0002
19.749,0.0002
19.763,0.0002
19.776,0.0002
19.791,0.0002
19.805,0.0002
19.818,0.0002
19.833,0.0002
19.846,0.0002
19.860,0.0002
19.874,0.0002
19.888,0.0002
19.902,0.0002
19.915,0.0002
19.930,0.0002
19.944,0.0002
19.957,0.0002
19.972,0.0002
19.985,0.0002
19.999,0.0002
20.013,0.0002
20.027,0.0002
20.041,0.0002
20.054,0.0002
20.069,0.0002
20.083,0.0002
20.096,0.0002
20.110,0.0002
20.125,0.0002
20.138,0.0002
20.152,0.0002
20.166,0.0002
20.180,0.0002
20.193,0.0002
20.208,0.0002
20.221,0.0002
20.235,0.0002
20.249,0.0002
20.263,0.0002
20.277,0.0002
20.291,0.0002
20.305,0.0002
20.318,0.0002
20.332,0.0002
20.347,0.0002
20.360,0.0002
20.374,0.0002
20.388,0.0002
20.402,0.0002
20.416,0.0002
20.430,0.0002
20.444,0.0002
20.457,0.0002
20.472,0.0002
20.485,0.0002
20.499,0.0002
20.512,0.0002
20.527,0.0002
20.541,0.0002
20.554,0.0002
20.569,0.0002
20.583,0.0002
20.596,0.0002
20.610,0.0002
20.624,0.0002
20.637,0.0002
20.652,0.0002
20.666,0.0002
20.680,0.0002
20.693,0.0002
20.707,0.0002
20.721,0.0002
20.735,0.0002
20.750,0.0002
20.763,0.0002
20.776,0.0002
20.791,0.0002
20.805,0.0002
20.818,0.0002
20.833,0.0002
20.846,0.0002
20.860,0.0002
20.874,0.0002
20.888,0.0002
20.902,0.0002
20.915,0.0002
20.929,0.0002
20.943,0.0002
20.957,0.0002
20.971,0.0002
20.985,0.0002
20.998,0.0002
21.013,0.0002
21.027,0.0002
21.040,0.0002
21.054,0.0002
21.068,0.0002
21.082,0.0002
21.096,0.0002
21.110,0.0002
21.124,0.0002
21.137,0.0002
21.152,0.0002
21.165,0.0002
21.179,0.0002
21.193,0.0002
21.207,0.0002
21.221,0.0002
21.235,0.0002
21.249,0.0002
21.263,0.0002
21.276,0.0002
21.290,0.0002
21.304,0.0002
21.318,0.0002
21.332,0.0002
21.346,0.0002
21.360,0.0002
21.373,0.0002
21.388,0.0002
21.402,0.0002
21.415,0.0002
21.430,0.0002
21.443,0.0002
21.457,0.0002
21.471,0.0002
21.485,0.0002
21.498,0.0002
21.513,0.0002
21.527,0.0002
21.540,0.0002
21.554,0.0002
21.569,0.0002
21.582,0.0002
21.596,0.0002
21.610,0.0002
21.624,0.0002
21.637,0.0002
21.652,0.0002
21.666,0.0002
21.680,0.0002
21.693,0.0002
21.707,0.0002
21.721,0.0002
21.735,0.0002
21.749,0.0002
21.763,0.0002
21.776,0.0002
21.791,0.0002
21.805,0.0002
21.818,0.0002
