ElapsedTime,PacketLossRate
2.457,0.0670
2.470,0.0668
2.485,0.0668
2.498,0.0668
2.512,0.0663
2.527,0.0658
2.541,0.0645
2.554,0.0640
2.568,0.0640
2.582,0.0640
2.595,0.0640
2.610,0.0638
2.624,0.0619
2.640,0.0612
2.655,0.0610
2.665,0.0610
2.679,0.0610
2.692,0.0610
2.707,0.0610
2.721,0.0605
2.734,0.0603
2.749,0.0591
2.763,0.0591
2.777,0.0591
2.790,0.0591
2.804,0.0591
2.818,0.0587
2.832,0.0577
2.846,0.0573
2.860,0.0561
2.874,0.0554
2.888,0.0554
2.901,0.0554
2.915,0.0554
2.929,0.0545
2.944,0.0538
2.957,0.0524
2.971,0.0515
2.985,0.0512
2.999,0.0512
3.012,0.0512
3.026,0.0505
3.041,0.0498
3.054,0.0487
3.069,0.0480
3.083,0.0473
3.097,0.0468
3.109,0.0468
3.124,0.0466
3.137,0.0454
3.151,0.0450
3.166,0.0438
3.180,0.0436
3.193,0.0417
3.209,0.0413
3.222,0.0413
3.234,0.0408
3.249,0.0392
3.263,0.0383
3.277,0.0376
3.290,0.0364
3.305,0.0364
3.318,0.0364
3.331,0.0364
3.350,0.0355
3.360,0.0350
3.373,0.0336
3.388,0.0334
3.401,0.0334
3.414,0.0334
3.429,0.0332
3.443,0.0329
3.457,0.0315
3.472,0.0313
3.485,0.0294
3.500,0.0294
3.515,0.0294
3.526,0.0294
3.540,0.0290
3.554,0.0285
3.568,0.0276
3.583,0.0271
3.595,0.0271
3.610,0.0271
3.623,0.0271
3.637,0.0271
3.651,0.0267
3.666,0.0255
3.680,0.0253
3.693,0.0239
3.708,0.0236
3.721,0.0236
3.734,0.0236
3.748,0.0236
3.763,0.0230
3.778,0.0230
3.790,0.0225
3.805,0.0225
3.819,0.0225
3.831,0.0225
3.846,0.0225
3.860,0.0223
3.873,0.0218
3.888,0.0213
3.902,0.0204
3.916,0.0202
3.930,0.0202
3.943,0.0202
3.957,0.0199
3.970,0.0197
3.985,0.0192
3.999,0.0188
4.012,0.0188
4.026,0.0188
4.040,0.0188
4.053,0.0185
4.069,0.0181
4.082,0.0179
4.095,0.0179
4.110,0.0179
4.125,0.0176
4.150,0.0174
4.163,0.0167
4.178,0.0167
4.190,0.0167
4.204,0.0167
4.218,0.0167
4.234,0.0167
4.249,0.0167
4.260,0.0167
4.274,0.0167
4.288,0.0167
4.302,0.0167
4.315,0.0167
4.329,0.0167
4.343,0.0167
4.357,0.0162
4.371,0.0158
4.386,0.0155
4.400,0.0155
4.413,0.0155
4.427,0.0155
4.441,0.0155
4.454,0.0155
4.468,0.0155
4.483,0.0155
4.496,0.0155
4.510,0.0155
4.524,0.0155
4.538,0.0155
4.551,0.0155
4.566,0.0146
4.581,0.0146
4.593,0.0146
4.607,0.0146
4.621,0.0146
4.635,0.0146
4.649,0.0146
4.663,0.0146
4.677,0.0141
4.690,0.0137
4.705,0.0137
4.718,0.0137
4.731,0.0137
4.746,0.0137
4.760,0.0137
4.773,0.0130
4.790,0.0130
4.804,0.0128
4.818,0.0125
4.829,0.0125
4.843,0.0125
4.857,0.0125
4.870,0.0125
4.884,0.0121
4.899,0.0121
4.912,0.0114
4.926,0.0114
4.940,0.0114
4.953,0.0114
4.968,0.0114
4.982,0.0111
4.995,0.0111
5.010,0.0111
5.023,0.0107
5.037,0.0107
5.051,0.0107
5.065,0.0107
5.079,0.0107
5.093,0.0107
5.107,0.0107
5.122,0.0107
5.135,0.0104
5.149,0.0104
5.163,0.0104
5.177,0.0104
5.190,0.0104
5.204,0.0104
5.218,0.0104
5.232,0.0104
5.246,0.0104
5.260,0.0104
5.273,0.0104
5.288,0.0104
5.302,0.0104
5.315,0.0104
5.329,0.0102
5.344,0.0102
5.357,0.0102
5.371,0.0102
5.385,0.0102
5.399,0.0102
5.413,0.0102
5.427,0.0102
5.441,0.0102
5.454,0.0102
5.468,0.0102
5.482,0.0102
5.496,0.0102
5.510,0.0102
5.524,0.0102
5.538,0.0102
5.551,0.0102
5.566,0.0102
5.580,0.0102
5.593,0.0100
5.608,0.0100
5.622,0.0100
5.635,0.0100
5.649,0.0100
5.663,0.0100
5.677,0.0100
5.691,0.0100
5.705,0.0100
5.720,0.0100
5.733,0.0100
5.747,0.0100
5.761,0.0100
5.775,0.0100
5.789,0.0100
5.804,0.0100
5.817,0.0100
5.831,0.0100
5.846,0.0100
5.863,0.0100
5.873,0.0100
5.887,0.0100
5.900,0.0100
5.914,0.0100
5.928,0.0100
5.942,0.0100
5.956,0.0100
5.970,0.0100
5.984,0.0100
5.998,0.0100
6.012,0.0100
6.027,0.0095
6.041,0.0095
6.053,0.0095
6.068,0.0095
6.082,0.0095
6.095,0.0095
6.110,0.0095
6.125,0.0095
6.138,0.0095
6.151,0.0095
6.166,0.0095
6.179,0.0095
6.192,0.0095
6.207,0.0095
6.221,0.0095
6.234,0.0095
6.249,0.0095
6.263,0.0095
6.278,0.0095
6.290,0.0095
6.304,0.0095
6.319,0.0088
6.332,0.0088
6.346,0.0086
6.360,0.0086
6.373,0.0086
6.388,0.0086
6.401,0.0086
6.414,0.0086
6.428,0.0086
6.443,0.0086
6.456,0.0086
6.470,0.0086
6.484,0.0086
6.498,0.0086
6.512,0.0086
6.526,0.0086
6.540,0.0086
6.553,0.0077
6.569,0.0077
6.581,0.0077
6.595,0.0077
6.609,0.0077
6.623,0.0077
6.637,0.0077
6.650,0.0077
6.664,0.0077
6.679,0.0077
6.692,0.0077
6.707,0.0077
6.720,0.0077
6.734,0.0077
6.748,0.0077
6.762,0.0077
6.776,0.0077
6.790,0.0077
6.804,0.0077
6.818,0.0077
6.831,0.0072
6.846,0.0072
6.860,0.0072
6.873,0.0072
6.887,0.0072
6.901,0.0072
6.915,0.0072
6.929,0.0072
6.944,0.0072
6.957,0.0072
6.970,0.0072
6.985,0.0072
6.999,0.0072
7.012,0.0072
7.027,0.0067
7.041,0.0065
7.055,0.0065
7.068,0.0065
7.083,0.0065
7.096,0.0065
7.110,0.0065
7.125,0.0065
7.138,0.0065
7.151,0.0065
7.166,0.0065
7.180,0.0065
7.193,0.0065
7.208,0.0065
7.221,0.0065
7.235,0.0065
7.250,0.0063
7.264,0.0063
7.277,0.0063
7.291,0.0063
7.305,0.0063
7.319,0.0063
7.333,0.0063
7.347,0.0063
7.361,0.0063
7.374,0.0063
7.389,0.0063
7.402,0.0063
7.416,0.0063
7.429,0.0063
7.446,0.0060
7.458,0.0060
7.471,0.0060
7.485,0.0060
7.499,0.0060
7.512,0.0060
7.527,0.0060
7.541,0.0058
7.556,0.0058
7.571,0.0058
7.583,0.0058
7.597,0.0058
7.610,0.0058
7.624,0.0058
7.639,0.0058
7.652,0.0058
7.666,0.0058
7.680,0.0058
7.694,0.0058
7.709,0.0058
7.722,0.0058
7.735,0.0058
7.750,0.0058
7.764,0.0058
7.778,0.0058
7.791,0.0058
7.806,0.0058
7.820,0.0058
7.833,0.0058
7.848,0.0058
7.861,0.0058
7.875,0.0058
7.889,0.0058
7.904,0.0058
7.917,0.0058
7.931,0.0058
7.945,0.0058
7.959,0.0058
7.972,0.0058
7.986,0.0058
8.000,0.0058
8.013,0.0058
8.028,0.0058
8.042,0.0058
8.056,0.0058
8.070,0.0058
8.084,0.0058
8.097,0.0058
8.111,0.0058
8.125,0.0058
8.139,0.0058
8.153,0.0058
8.167,0.0058
8.181,0.0058
8.194,0.0058
8.209,0.0058
8.223,0.0058
8.237,0.0058
8.250,0.0056
8.265,0.0056
8.279,0.0056
8.292,0.0056
8.306,0.0056
8.320,0.0056
8.334,0.0056
8.348,0.0056
8.363,0.0056
8.375,0.0056
8.390,0.0056
8.404,0.0056
8.417,0.0056
8.431,0.0056
8.445,0.0056
8.459,0.0051
8.472,0.0051
8.486,0.0051
8.500,0.0051
8.514,0.0051
8.528,0.0051
8.542,0.0051
8.556,0.0051
8.570,0.0051
8.584,0.0051
8.597,0.0051
8.611,0.0051
8.625,0.0051
8.639,0.0051
8.652,0.0051
8.667,0.0049
8.682,0.0049
8.695,0.0049
8.709,0.0049
8.723,0.0049
8.736,0.0049
8.749,0.0049
8.764,0.0044
8.778,0.0037
8.792,0.0037
8.806,0.0037
8.820,0.0037
8.833,0.0037
8.848,0.0037
8.861,0.0037
8.875,0.0037
8.889,0.0037
8.903,0.0037
8.917,0.0037
8.930,0.0035
8.945,0.0035
8.959,0.0035
8.972,0.0030
8.987,0.0030
9.001,0.0030
9.014,0.0030
9.028,0.0030
9.042,0.0030
9.056,0.0030
9.069,0.0030
9.084,0.0030
9.098,0.0030
9.112,0.0030
9.125,0.0030
9.139,0.0030
9.152,0.0030
9.167,0.0030
9.181,0.0030
9.194,0.0028
9.209,0.0028
9.222,0.0028
9.236,0.0028
9.250,0.0028
9.264,0.0028
9.278,0.0028
9.291,0.0028
9.306,0.0028
9.320,0.0028
9.333,0.0028
9.347,0.0028
9.361,0.0028
9.375,0.0028
9.389,0.0028
9.403,0.0028
9.419,0.0026
9.431,0.0026
9.444,0.0026
9.458,0.0026
9.472,0.0026
9.486,0.0026
9.501,0.0026
9.514,0.0026
9.528,0.0026
9.543,0.0026
9.555,0.0026
9.570,0.0026
9.584,0.0023
9.598,0.0023
9.612,0.0023
9.626,0.0023
9.640,0.0023
9.653,0.0023
9.667,0.0023
9.681,0.0023
9.694,0.0023
9.709,0.0023
9.723,0.0023
9.736,0.0023
9.750,0.0023
9.764,0.0023
9.778,0.0023
9.792,0.0023
9.806,0.0023
9.820,0.0023
9.833,0.0023
9.847,0.0023
9.862,0.0023
9.875,0.0023
9.889,0.0023
9.903,0.0023
9.917,0.0023
9.931,0.0023
9.945,0.0023
9.959,0.0023
9.972,0.0023
9.986,0.0023
10.000,0.0023
10.013,0.0023
10.028,0.0023
10.042,0.0023
10.056,0.0023
10.069,0.0023
10.084,0.0023
10.098,0.0023
10.111,0.0023
10.125,0.0023
10.139,0.0023
10.153,0.0023
10.170,0.0023
10.183,0.0023
10.194,0.0023
10.209,0.0023
10.223,0.0023
10.237,0.0023
10.250,0.0023
10.265,0.0023
10.279,0.0023
10.292,0.0023
10.306,0.0023
10.320,0.0023
10.334,0.0023
10.348,0.0023
10.362,0.0023
10.375,0.0023
10.389,0.0023
10.403,0.0023
10.417,0.0023
10.431,0.0023
10.445,0.0023
10.459,0.0023
10.472,0.0023
10.487,0.0023
10.500,0.0023
10.514,0.0023
10.529,0.0023
10.542,0.0023
10.556,0.0023
10.569,0.0023
10.584,0.0023
10.597,0.0023
10.611,0.0023
10.625,0.0023
10.639,0.0023
10.653,0.0023
10.667,0.0023
10.681,0.0023
10.695,0.0023
10.709,0.0023
10.723,0.0023
10.737,0.0023
10.750,0.0023
10.765,0.0023
10.779,0.0023
10.792,0.0023
10.806,0.0023
10.821,0.0023
10.834,0.0023
10.848,0.0023
10.862,0.0023
10.876,0.0023
10.890,0.0023
10.904,0.0023
10.918,0.0023
10.931,0.0023
10.946,0.0023
10.960,0.0023
10.973,0.0023
10.988,0.0023
11.002,0.0023
11.015,0.0023
11.030,0.0023
11.044,0.0023
11.057,0.0023
11.071,0.0023
11.085,0.0023
11.099,0.0023
11.113,0.0023
11.127,0.0023
11.141,0.0023
11.154,0.0023
11.169,0.0023
11.183,0.0023
11.197,0.0023
11.210,0.0023
11.224,0.0023
11.238,0.0023
11.252,0.0023
11.266,0.0023
11.280,0.0023
11.293,0.0023
11.308,0.0023
11.322,0.0023
11.335,0.0023
11.349,0.0023
11.363,0.0023
11.377,0.0023
11.391,0.0023
11.405,0.0023
11.419,0.0023
11.433,0.0023
11.447,0.0023
11.461,0.0023
11.474,0.0023
11.489,0.0023
11.503,0.0023
11.516,0.0023
11.530,0.0023
11.544,0.0023
11.558,0.0023
11.572,0.0023
11.586,0.0023
11.600,0.0023
11.613,0.0023
11.627,0.0023
11.642,0.0023
11.655,0.0023
11.669,0.0023
11.683,0.0023
11.697,0.0023
11.711,0.0023
11.725,0.0023
11.739,0.0023
11.752,0.0023
11.766,0.0023
11.780,0.0023
11.794,0.0023
11.808,0.0023
11.822,0.0023
11.835,0.0023
11.850,0.0023
11.864,0.0023
11.878,0.0023
11.891,0.0023
11.906,0.0023
11.919,0.0023
11.933,0.0023
11.947,0.0023
11.961,0.0023
11.974,0.0023
11.989,0.0023
12.003,0.0023
12.016,0.0023
12.030,0.0023
12.044,0.0023
12.058,0.0023
12.072,0.0023
12.086,0.0023
12.100,0.0023
12.113,0.0023
12.128,0.0023
12.142,0.0023
12.155,0.0023
12.169,0.0023
12.183,0.0023
12.197,0.0023
12.211,0.0023
12.225,0.0023
12.239,0.0023
12.252,0.0023
12.267,0.0023
12.281,0.0023
12.294,0.0023
12.309,0.0023
12.322,0.0023
12.336,0.0023
12.350,0.0023
12.364,0.0023
12.378,0.0023
12.391,0.0023
12.406,0.0023
12.420,0.0023
12.433,0.0023
12.448,0.0023
12.461,0.0023
12.475,0.0023
12.489,0.0023
12.503,0.0023
12.517,0.0023
12.530,0.0023
12.544,0.0023
12.558,0.0023
12.572,0.0023
12.586,0.0023
12.599,0.0023
12.613,0.0023
12.627,0.0023
12.641,0.0023
12.654,0.0023
12.669,0.0023
12.683,0.0023
12.696,0.0023
12.710,0.0023
12.724,0.0023
12.738,0.0023
12.752,0.0023
12.766,0.0023
12.780,0.0023
12.793,0.0023
12.807,0.0023
12.821,0.0023
12.835,0.0023
12.849,0.0023
12.863,0.0023
12.877,0.0023
12.890,0.0023
12.905,0.0023
12.918,0.0023
12.932,0.0023
12.946,0.0023
12.960,0.0023
12.973,0.0023
12.988,0.0023
13.002,0.0023
13.015,0.0023
13.029,0.0023
13.044,0.0023
13.057,0.0023
13.071,0.0023
13.085,0.0023
13.099,0.0023
13.112,0.0023
13.127,0.0023
13.141,0.0023
13.154,0.0023
13.168,0.0023
13.182,0.0023
13.196,0.0023
13.210,0.0023
13.224,0.0023
13.238,0.0023
13.251,0.0023
13.266,0.0023
13.280,0.0023
13.293,0.0023
13.307,0.0023
13.321,0.0023
13.335,0.0023
13.349,0.0023
13.363,0.0023
13.377,0.0023
13.391,0.0023
13.405,0.0023
13.419,0.0023
13.433,0.0023
13.447,0.0023
13.461,0.0023
13.474,0.0023
13.488,0.0023
13.502,0.0023
13.516,0.0023
13.530,0.0023
13.544,0.0023
13.558,0.0023
13.571,0.0023
13.586,0.0023
13.599,0.0023
13.613,0.0023
13.627,0.0023
13.642,0.0023
13.655,0.0023
13.669,0.0023
13.683,0.0023
13.697,0.0023
13.710,0.0023
13.725,0.0023
13.738,0.0023
13.752,0.0023
13.766,0.0023
13.780,0.0023
13.793,0.0023
13.808,0.0023
13.822,0.0023
13.835,0.0023
13.849,0.0023
13.863,0.0023
13.877,0.0023
13.890,0.0023
13.905,0.0023
13.919,0.0023
13.932,0.0023
13.947,0.0023
13.960,0.0023
13.974,0.0023
13.988,0.0023
14.002,0.0023
14.016,0.0023
14.029,0.0023
14.044,0.0023
14.058,0.0023
14.071,0.0023
14.085,0.0023
14.100,0.0023
14.113,0.0023
14.127,0.0023
14.141,0.0023
14.154,0.0023
14.169,0.0023
14.183,0.0023
14.197,0.0023
14.210,0.0023
14.224,0.0023
14.238,0.0023
14.252,0.0023
14.266,0.0023
14.280,0.0023
14.294,0.0023
14.308,0.0023
14.322,0.0023
14.336,0.0023
14.349,0.0023
14.364,0.0023
14.378,0.0023
14.391,0.0023
14.405,0.0023
14.419,0.0023
14.433,0.0023
14.447,0.0023
14.461,0.0023
14.475,0.0023
14.489,0.0023
14.502,0.0023
14.516,0.0023
14.530,0.0023
14.544,0.0023
14.558,0.0023
14.571,0.0023
14.585,0.0023
14.599,0.0023
14.613,0.0023
14.627,0.0023
14.641,0.0023
14.654,0.0023
14.668,0.0023
14.682,0.0023
14.696,0.0023
14.710,0.0023
14.724,0.0023
14.738,0.0023
14.751,0.0023
14.766,0.0023
14.780,0.0023
14.793,0.0023
14.808,0.0023
14.821,0.0023
14.835,0.0023
14.849,0.0023
14.863,0.0023
14.877,0.0023
14.890,0.0023
14.905,0.0023
14.918,0.0023
14.932,0.0023
14.946,0.0023
14.960,0.0023
14.974,0.0023
14.988,0.0023
15.002,0.0023
15.015,0.0023
15.030,0.0023
15.044,0.0023
15.057,0.0023
15.071,0.0023
15.085,0.0023
15.099,0.0023
15.113,0.0023
15.127,0.0023
15.141,0.0023
15.154,0.0023
15.169,0.0023
15.183,0.0023
15.196,0.0023
15.210,0.0023
15.224,0.0023
15.238,0.0023
15.251,0.0023
15.266,0.0023
15.280,0.0023
15.293,0.0023
15.308,0.0023
15.321,0.0023
15.335,0.0023
15.349,0.0023
15.363,0.0023
15.377,0.0023
15.390,0.0023
15.405,0.0023
15.419,0.0023
15.432,0.0023
15.447,0.0023
15.460,0.0023
15.474,0.0023
15.488,0.0023
15.502,0.0023
15.516,0.0023
15.529,0.0023
15.544,0.0023
15.558,0.0023
15.571,0.0023
15.585,0.0023
15.599,0.0023
15.613,0.0023
15.627,0.0023
15.641,0.0023
15.654,0.0023
15.669,0.0023
15.683,0.0023
15.696,0.0023
15.710,0.0023
15.724,0.0023
15.738,0.0023
15.752,0.0023
15.766,0.0023
15.780,0.0023
15.793,0.0023
15.808,0.0023
15.821,0.0023
15.835,0.0023
15.849,0.0023
15.863,0.0023
15.877,0.0023
15.891,0.0023
15.905,0.0023
15.919,0.0023
15.932,0.0023
15.947,0.0023
15.960,0.0023
15.974,0.0023
15.988,0.0023
16.002,0.0023
16.016,0.0023
16.030,0.0023
16.044,0.0023
16.058,0.0023
16.071,0.0023
16.086,0.0023
16.099,0.0023
16.113,0.0023
16.127,0.0023
16.141,0.0023
16.154,0.0023
16.168,0.0023
16.183,0.0023
16.196,0.0023
16.210,0.0023
16.224,0.0023
16.238,0.0023
16.252,0.0023
16.266,0.0023
16.280,0.0023
16.293,0.0023
16.307,0.0023
16.321,0.0023
16.335,0.0023
16.349,0.0023
16.363,0.0023
16.377,0.0023
16.390,0.0023
16.404,0.0023
16.418,0.0023
16.432,0.0023
16.446,0.0023
16.460,0.0023
16.473,0.0023
16.488,0.0023
16.502,0.0023
16.515,0.0023
16.529,0.0023
16.543,0.0023
16.557,0.0023
16.571,0.0023
16.585,0.0023
16.599,0.0023
16.612,0.0023
16.627,0.0023
16.641,0.0023
16.654,0.0023
16.669,0.0023
16.682,0.0023
16.696,0.0023
16.710,0.0023
16.724,0.0023
16.738,0.0023
16.751,0.0023
16.766,0.0023
16.780,0.0023
16.793,0.0023
16.808,0.0023
16.822,0.0023
16.835,0.0023
16.849,0.0023
16.863,0.0023
16.877,0.0023
16.890,0.0023
16.905,0.0023
16.919,0.0023
16.932,0.0023
16.947,0.0023
16.960,0.0023
16.974,0.0023
16.988,0.0023
17.002,0.0023
17.016,0.0023
17.029,0.0023
17.044,0.0023
17.058,0.0023
17.071,0.0023
17.085,0.0023
17.099,0.0023
17.113,0.0023
17.127,0.0023
17.141,0.0023
17.155,0.0023
17.169,0.0023
17.183,0.0023
17.196,0.0023
17.210,0.0023
17.224,0.0023
17.238,0.0023
17.252,0.0023
17.266,0.0023
17.280,0.0023
17.293,0.0023
17.308,0.0023
17.322,0.0023
17.335,0.0023
17.349,0.0023
17.363,0.0023
17.377,0.0023
17.391,0.0023
17.405,0.0023
17.419,0.0023
17.432,0.0023
17.447,0.0023
17.460,0.0023
17.474,0.0023
17.488,0.0023
17.502,0.0023
17.516,0.0023
17.529,0.0023
17.544,0.0023
17.557,0.0023
17.571,0.0023
17.585,0.0023
17.599,0.0023
17.612,0.0023
17.627,0.0023
17.641,0.0023
17.654,0.0023
17.668,0.0023
17.682,0.0023
17.696,0.0023
17.710,0.0023
17.724,0.0023
17.738,0.0023
17.751,0.0023
17.766,0.0023
17.780,0.0023
17.793,0.0023
17.808,0.0023
17.821,0.0023
17.835,0.0023
17.849,0.0023
17.863,0.0023
17.877,0.0023
17.890,0.0023
17.905,0.0023
17.919,0.0023
17.932,0.0023
17.946,0.0023
17.960,0.0023
17.974,0.0023
17.988,0.0023
18.002,0.0023
18.015,0.0023
18.030,0.0023
18.044,0.0023
18.057,0.0023
18.071,0.0023
18.085,0.0023
18.099,0.0023
18.113,0.0023
18.127,0.0023
18.141,0.0023
18.154,0.0023
18.169,0.0023
18.182,0.0023
18.196,0.0023
18.210,0.0023
18.224,0.0023
18.238,0.0023
18.251,0.0023
18.266,0.0023
18.280,0.0023
18.293,0.0023
18.307,0.0023
18.321,0.0023
18.335,0.0023
18.349,0.0023
18.363,0.0023
18.377,0.0023
18.390,0.0023
18.405,0.0023
18.419,0.0023
18.432,0.0023
18.446,0.0023
18.460,0.0023
18.473,0.0023
18.488,0.0023
18.502,0.0023
18.515,0.0023
18.530,0.0023
18.544,0.0023
18.557,0.0023
18.571,0.0023
18.585,0.0023
18.599,0.0023
18.613,0.0023
18.627,0.0023
18.641,0.0023
18.654,0.0023
18.669,0.0023
18.682,0.0023
18.696,0.0023
18.710,0.0023
18.724,0.0023
18.738,0.0023
18.751,0.0023
18.766,0.0023
18.780,0.0023
18.793,0.0023
18.808,0.0023
18.822,0.0023
18.835,0.0023
18.849,0.0023
18.863,0.0023
18.877,0.0023
18.890,0.0023
18.905,0.0023
18.919,0.0023
18.932,0.0023
18.946,0.0023
18.960,0.0023
18.974,0.0023
18.988,0.0023
19.002,0.0023
19.015,0.0023
19.030,0.0023
19.044,0.0023
19.057,0.0023
19.071,0.0023
19.085,0.0023
19.099,0.0023
19.113,0.0023
19.127,0.0023
19.141,0.0023
19.154,0.0023
19.169,0.0023
19.183,0.0023
19.196,0.0023
19.210,0.0023
19.224,0.0023
19.238,0.0023
19.252,0.0023
19.266,0.0023
19.280,0.0023
19.293,0.0023
19.308,0.0023
19.321,0.0023
19.335,0.0023
19.349,0.0023
19.363,0.0023
19.377,0.0023
19.390,0.0023
19.405,0.0023
19.418,0.0023
19.432,0.0023
19.446,0.0023
19.460,0.0023
19.474,0.0023
19.488,0.0023
19.502,0.0023
19.516,0.0023
19.529,0.0023
19.543,0.0023
19.557,0.0023
19.571,0.0023
19.585,0.0023
19.599,0.0023
19.613,0.0023
19.627,0.0023
19.641,0.0023
19.654,0.0023
19.669,0.0023
19.682,0.0023
19.696,0.0023
19.710,0.0023
19.724,0.0023
19.738,0.0023
19.751,0.0023
19.765,0.0023
19.780,0.0023
19.793,0.0023
19.807,0.0023
19.821,0.0023
19.835,0.0023
19.849,0.0023
19.863,0.0023
19.877,0.0023
19.890,0.0023
19.905,0.0023
19.918,0.0023
19.932,0.0023
19.946,0.0023
19.960,0.0023
19.973,0.0023
19.988,0.0023
20.002,0.0023
20.015,0.0023
20.029,0.0023
20.044,0.0023
20.057,0.0023
20.070,0.0023
20.085,0.0023
20.099,0.0023
20.112,0.0023
20.126,0.0023
20.141,0.0023
20.154,0.0023
20.169,0.0023
20.182,0.0023
20.196,0.0023
20.210,0.0023
20.224,0.0023
20.238,0.0023
20.252,0.0023
20.266,0.0023
20.280,0.0023
20.293,0.0023
20.308,0.0023
20.322,0.0023
20.336,0.0023
20.349,0.0023
20.363,0.0023
20.377,0.0023
20.391,0.0023
20.405,0.0023
20.419,0.0023
20.432,0.0023
20.447,0.0023
20.461,0.0023
20.474,0.0023
20.488,0.0023
20.502,0.0023
20.516,0.0023
20.530,0.0023
20.544,0.0023
20.558,0.0023
20.571,0.0023
20.586,0.0023
20.599,0.0023
20.613,0.0023
20.627,0.0023
20.641,0.0023
20.654,0.0023
20.669,0.0023
20.683,0.0023
20.697,0.0023
20.710,0.0023
20.724,0.0023
20.738,0.0023
20.752,0.0023
20.766,0.0023
20.780,0.0023
20.793,0.0023
20.808,0.0023
20.822,0.0023
20.835,0.0023
20.850,0.0023
20.863,0.0023
20.877,0.0023
20.890,0.0023
20.905,0.0023
20.919,0.0023
20.932,0.0023
20.947,0.0023
20.960,0.0023
20.974,0.0023
20.988,0.0023
21.002,0.0023
21.016,0.0023
21.029,0.0023
21.044,0.0023
21.058,0.0023
21.071,0.0023
21.085,0.0023
21.099,0.0023
21.113,0.0023
21.127,0.0023
21.141,0.0023
21.155,0.0023
21.169,0.0023
21.183,0.0023
21.197,0.0023
21.210,0.0023
21.225,0.0023
21.239,0.0023
21.252,0.0023
21.266,0.0023
21.280,0.0023
21.293,0.0023
21.308,0.0023
21.322,0.0023
21.335,0.0023
21.350,0.0023
21.364,0.0023
21.377,0.0023
21.391,0.0023
21.405,0.0023
21.419,0.0023
21.433,0.0023
21.447,0.0023
21.460,0.0023
21.474,0.0023
21.488,0.0023
21.502,0.0023
21.516,0.0023
21.530,0.0023
21.544,0.0023
21.558,0.0023
21.571,0.0023
21.586,0.0023
21.600,0.0023
21.613,0.0023
21.628,0.0023
21.641,0.0023
21.655,0.0023
21.669,0.0023
21.683,0.0023
21.697,0.0023
21.711,0.0023
21.725,0.0023
21.739,0.0023
21.752,0.0023
21.766,0.0023
21.780,0.0023
21.794,0.0023
21.808,0.0023
21.822,0.0023
21.836,0.0023
21.849,0.0023
21.864,0.0023
21.878,0.0023
21.891,0.0023
21.905,0.0023
21.919,0.0023
21.933,0.0023
21.947,0.0023
21.961,0.0023
21.975,0.0023
21.989,0.0023
22.003,0.0023
22.016,0.0023
22.030,0.0023
